user_id,views,likes,ctr
12699,88,29,0.3295454545454545
129905,100,23,0.23
4496,138,27,0.1956521739130435
129465,121,23,0.1900826446280991
121266,35,8,0.2285714285714285
21526,107,17,0.1588785046728972
113727,34,6,0.1764705882352941
22238,94,21,0.2234042553191489
129234,56,19,0.3392857142857143
4659,71,20,0.2816901408450704
121049,104,23,0.2211538461538461
12856,99,18,0.1818181818181818
121361,98,21,0.2142857142857142
12528,68,10,0.1470588235294117
129562,60,9,0.15
114004,67,26,0.3880597014925373
22453,51,8,0.1568627450980392
106391,18,1,0.0555555555555555
114588,80,12,0.15
21885,47,11,0.2340425531914893
16088,117,20,0.1709401709401709
119865,70,12,0.1714285714285714
7891,26,10,0.3846153846153846
128050,74,21,0.2837837837837837
128762,22,4,0.1818181818181818
15376,17,3,0.1764705882352941
120561,125,16,0.128
23381,27,8,0.2962962962962963
111028,20,7,0.35
22941,76,11,0.1447368421052631
132203,60,20,0.3333333333333333
106756,24,5,0.2083333333333333
19429,35,6,0.1714285714285714
107468,140,37,0.2642857142857143
18733,87,15,0.1724137931034483
124034,30,6,0.2
3683,91,11,0.1208791208791208
115849,48,10,0.2083333333333333
11880,48,13,0.2708333333333333
116289,112,17,0.1517857142857142
11424,161,30,0.186335403726708
124490,43,9,0.2093023255813953
26382,62,14,0.2258064516129032
18181,69,17,0.2463768115942029
110052,165,26,0.1575757575757575
17869,207,37,0.178743961352657
116841,78,25,0.3205128205128205
643,41,7,0.1707317073170731
125026,72,19,0.2638888888888889
125610,79,39,0.4936708860759494
8256,42,7,0.1666666666666666
107658,175,24,0.1371428571428571
20075,86,20,0.2325581395348837
108098,21,4,0.1904761904761904
19619,14,0,0.0
123148,21,6,0.2857142857142857
114951,38,7,0.1842105263157894
11238,41,8,0.1951219512195122
115663,66,9,0.1363636363636363
123844,161,33,0.2049689440993788
17035,147,35,0.238095238095238
108650,44,11,0.25
16451,29,7,0.2413793103448276
24648,34,3,0.088235294117647
9990,100,18,0.18
118247,176,31,0.1761363636363636
126444,40,5,0.125
1477,67,12,0.1791044776119403
126756,100,18,0.18
9678,16,2,0.125
130396,9,4,0.4444444444444444
6077,16,4,0.25
122199,139,18,0.1294964028776978
14262,12,2,0.1666666666666666
122783,124,18,0.1451612903225806
130964,63,13,0.2063492063492063
112858,20,9,0.45
21051,34,6,0.1764705882352941
113170,56,14,0.25
20723,90,26,0.2888888888888888
15190,62,14,0.2258064516129032
119223,57,16,0.2807017543859649
127420,98,15,0.1530612244897959
6549,15,3,0.2
127860,109,29,0.2660550458715596
14750,44,10,0.2272727272727272
119679,142,19,0.1338028169014084
131885,59,12,0.2033898305084746
24283,54,12,0.2222222222222222
23571,111,20,0.1801801801801801
112370,71,16,0.2253521126760563
131557,93,19,0.2043010752688172
6398,28,13,0.4642857142857143
127519,213,36,0.1690140845070422
14581,105,27,0.2571428571428571
14909,96,16,0.1666666666666666
127191,321,48,0.1495327102803738
23928,13,5,0.3846153846153846
131214,31,4,0.1290322580645161
131654,64,18,0.28125
24496,90,29,0.3222222222222222
111953,17,9,0.5294117647058824
122612,44,6,0.1363636363636363
13333,36,15,0.4166666666666667
130815,16,5,0.3125
5150,53,16,0.3018867924528302
130103,23,7,0.3043478260869565
121916,121,31,0.256198347107438
14045,19,4,0.2105263157894736
113529,38,7,0.1842105263157894
20888,30,5,0.1666666666666666
113073,76,16,0.2105263157894736
21328,61,13,0.2131147540983606
16680,85,12,0.1411764705882353
109513,71,13,0.1830985915492957
24867,40,6,0.15
25579,56,18,0.3214285714285714
17376,102,19,0.1862745098039215
108801,23,5,0.217391304347826
1198,140,24,0.1714285714285714
126543,123,27,0.2195121951219512
9381,97,27,0.2783505154639175
9837,19,5,0.2631578947368421
117900,41,10,0.2439024390243902
126087,30,9,0.3
108329,64,22,0.34375
19912,44,11,0.25
108001,67,11,0.1641791044776119
20224,83,26,0.3132530120481928
115364,86,16,0.1860465116279069
10309,36,4,0.1111111111111111
123567,43,10,0.2325581395348837
122983,68,10,0.1470588235294117
2694,34,6,0.1764705882352941
114796,15,1,0.0666666666666666
10893,39,11,0.282051282051282
132973,24,4,0.1666666666666666
110714,47,10,0.2127659574468085
23195,51,8,0.1568627450980392
22611,84,32,0.3809523809523809
16150,96,24,0.25
128508,35,10,0.2857142857142857
7965,81,14,0.1728395061728395
128820,122,21,0.1721311475409836
7637,52,12,0.2307692307692307
120639,105,12,0.1142857142857142
15838,45,4,0.0888888888888888
22139,203,48,0.2364532019704433
113818,34,6,0.1764705882352941
21683,79,21,0.2658227848101265
114258,71,17,0.2394366197183098
129308,50,10,0.2
121823,131,19,0.1450381679389313
4405,27,11,0.4074074074074074
130004,60,7,0.1166666666666666
845,34,7,0.2058823529411764
125796,106,20,0.1886792452830188
389,85,18,0.2117647058823529
117615,78,18,0.2307692307692307
26304,17,4,0.2352941176470588
109610,9,0,0.0
18123,15,4,0.2666666666666666
110306,68,9,0.1323529411764706
17411,39,5,0.1282051282051282
25608,30,5,0.1666666666666666
4013,131,38,0.2900763358778626
124236,145,28,0.193103448275862
116039,203,37,0.1822660098522167
116623,80,21,0.2625
3429,71,18,0.2535211267605634
124804,109,18,0.1651376146788991
18987,47,9,0.1914893617021276
106698,33,5,0.1515151515151515
18659,32,9,0.28125
11269,26,4,0.1538461538461538
116452,62,11,0.1774193548387097
3086,38,3,0.0789473684210526
124655,66,12,0.1818181818181818
3782,56,8,0.1428571428571428
123943,107,12,0.1121495327102803
115756,194,37,0.190721649484536
18824,11,3,0.2727272727272727
107369,21,3,0.1428571428571428
19264,156,23,0.1474358974358974
125455,144,27,0.1875
117252,128,18,0.140625
116940,25,9,0.36
8749,28,5,0.1785714285714285
125127,101,28,0.2772277227722772
110473,67,15,0.2238805970149253
17768,14,1,0.0714285714285714
18336,146,22,0.1506849315068493
133166,36,11,0.3055555555555556
114489,47,12,0.2553191489361702
22288,55,12,0.2181818181818181
114161,26,5,0.1923076923076923
12373,33,17,0.5151515151515151
121524,187,52,0.2780748663101604
129727,72,14,0.1944444444444444
129143,98,25,0.2551020408163265
12957,16,5,0.3125
120956,99,32,0.3232323232323232
22840,72,12,0.1666666666666666
132302,29,7,0.2413793103448276
110865,56,10,0.1785714285714285
23536,90,15,0.1666666666666666
128607,57,13,0.2280701754385964
7358,42,11,0.2619047619047619
120404,57,9,0.1578947368421052
15541,132,43,0.3257575757575757
119964,28,5,0.1785714285714285
15997,110,15,0.1363636363636363
128151,226,36,0.1592920353982301
7798,17,2,0.1176470588235294
20566,119,33,0.2773109243697479
113335,40,6,0.15
21150,124,35,0.282258064516129
112767,66,14,0.2121212121212121
122682,222,36,0.1621621621621621
5584,25,6,0.24
130865,15,6,0.4
130553,42,15,0.3571428571428571
14099,92,10,0.108695652173913
122354,12,0,0.0
112215,47,6,0.1276595744680851
23734,75,13,0.1733333333333333
131392,108,23,0.2129629629629629
131976,70,23,0.3285714285714285
24190,34,5,0.1470588235294117
127953,111,25,0.2252252252252252
119770,209,44,0.2105263157894736
14651,108,22,0.2037037037037037
127257,108,26,0.2407407407407407
7160,23,1,0.0434782608695652
10635,84,9,0.1071428571428571
115562,69,30,0.4347826086956521
2432,87,29,0.3333333333333333
123745,98,14,0.1428571428571428
2888,52,7,0.1346153846153846
123305,42,10,0.238095238095238
11075,54,8,0.1481481481481481
115106,38,7,0.1842105263157894
19462,98,20,0.2040816326530612
20174,56,16,0.2857142857142857
107567,36,7,0.1944444444444444
126849,53,10,0.1886792452830188
9579,112,18,0.1607142857142857
118082,20,4,0.2
10147,75,13,0.1733333333333333
126281,32,7,0.21875
1960,16,6,0.375
109063,73,14,0.1917808219178082
16614,29,4,0.1379310344827586
24813,88,19,0.2159090909090909
25125,60,12,0.2
108751,22,5,0.2272727272727272
16942,111,26,0.2342342342342342
117801,62,23,0.3709677419354839
125986,86,19,0.2209302325581395
1731,13,4,0.3076923076923077
25422,45,10,0.2222222222222222
17221,193,45,0.233160621761658
109420,105,21,0.2
16781,104,20,0.1923076923076923
24966,102,21,0.2058823529411764
123074,162,38,0.2345679012345679
114889,42,6,0.1428571428571428
10464,122,20,0.1639344262295081
115201,178,33,0.1853932584269663
123402,110,29,0.2636363636363636
20389,33,7,0.2121212121212121
107844,132,25,0.1893939393939394
108428,48,9,0.1875
131811,8,2,0.25
24341,57,17,0.2982456140350877
112444,44,13,0.2954545454545454
24029,83,33,0.3975903614457831
131115,36,8,0.2222222222222222
15000,74,10,0.1351351351351351
127090,81,26,0.3209876543209876
6803,58,11,0.1896551724137931
127674,90,13,0.1444444444444444
14416,92,19,0.2065217391304347
21493,72,15,0.2083333333333333
112916,61,11,0.180327868852459
20797,48,20,0.4166666666666667
113628,100,13,0.13
5747,64,19,0.296875
130194,44,10,0.2272727272727272
13944,47,15,0.3191489361702128
122009,128,23,0.1796875
122449,47,9,0.1914893617021276
5307,103,19,0.1844660194174757
130650,71,23,0.323943661971831
116533,106,19,0.1792452830188679
11732,46,11,0.2391304347826087
116221,38,8,0.2105263157894736
12060,64,14,0.21875
124406,74,15,0.2027027027027027
3863,10,6,0.6
107192,47,8,0.1702127659574468
18521,66,12,0.1818181818181818
26706,33,4,0.1212121212121212
8500,63,8,0.1269841269841269
117717,133,30,0.225563909774436
319,9,2,0.2222222222222222
125918,39,6,0.1538461538461538
1015,18,2,0.1111111111111111
125206,22,2,0.0909090909090909
9212,32,8,0.25
117021,105,23,0.219047619047619
17593,120,13,0.1083333333333333
18033,85,31,0.3647058823529411
109712,83,14,0.1686746987951807
114408,53,16,0.3018867924528302
21513,142,54,0.380281690140845
113696,95,8,0.0842105263157894
22209,120,18,0.15
129902,130,19,0.1461538461538461
4495,117,16,0.1367521367521367
121701,18,6,0.3333333333333333
121261,121,24,0.1983471074380165
13132,22,3,0.1363636363636363
129446,106,14,0.1320754716981132
4935,5,1,0.2
132383,29,4,0.1379310344827586
22761,108,26,0.2407407407407407
111112,37,9,0.2432432432432432
23073,71,15,0.2112676056338028
15716,67,34,0.5074626865671642
120709,20,5,0.25
7535,51,11,0.2156862745098039
128910,118,32,0.2711864406779661
128326,132,26,0.1969696969696969
16300,69,19,0.2753623188405797
120141,70,17,0.2428571428571428
132212,18,4,0.2222222222222222
22914,144,32,0.2222222222222222
111459,74,14,0.1891891891891892
7884,32,5,0.15625
128045,148,37,0.25
119846,12,1,0.0833333333333333
15375,124,22,0.1774193548387097
120558,98,22,0.2244897959183673
7172,9,2,0.2222222222222222
128741,45,12,0.2666666666666666
113995,36,9,0.25
22442,28,1,0.0357142857142857
114563,68,22,0.3235294117647059
133268,57,14,0.2456140350877192
106376,36,7,0.1944444444444444
121030,58,13,0.2241379310344827
12839,16,8,0.5
129229,71,15,0.2112676056338028
129541,33,9,0.2727272727272727
4324,43,10,0.2325581395348837
121358,139,30,0.2158273381294964
668,20,4,0.2
125053,145,23,0.1586206896551724
8855,71,16,0.2253521126760563
116854,34,6,0.1764705882352941
8287,37,13,0.3513513513513513
117438,116,46,0.396551724137931
18202,43,8,0.1860465116279069
110075,94,22,0.2340425531914893
26073,13,1,0.0769230769230769
17874,69,23,0.3333333333333333
110387,33,5,0.1515151515151515
115862,70,15,0.2142857142857142
124061,89,23,0.2584269662921348
124501,110,18,0.1636363636363636
3252,42,7,0.1666666666666666
116318,73,8,0.1095890410958904
11455,45,10,0.2222222222222222
19450,39,10,0.2564102564102564
107475,12,5,0.4166666666666667
18738,22,4,0.1818181818181818
1810,70,15,0.2142857142857142
126451,85,16,0.188235294117647
10009,34,4,0.1176470588235294
118264,18,8,0.4444444444444444
9681,108,21,0.1944444444444444
118576,50,10,0.2
1498,73,12,0.1643835616438356
126779,37,6,0.1621621621621621
17044,66,21,0.3181818181818182
108661,76,16,0.2105263157894736
25247,18,3,0.1666666666666666
24663,20,4,0.2
16476,74,17,0.2297297297297297
114968,71,14,0.1971830985915492
11257,27,5,0.1851851851851851
123155,70,18,0.2571428571428571
3058,62,9,0.1451612903225806
123867,151,24,0.1589403973509933
115664,79,30,0.379746835443038
10545,29,4,0.1379310344827586
107669,95,14,0.1473684210526315
108125,73,11,0.1506849315068493
19644,96,17,0.1770833333333333
24260,67,16,0.2388059701492537
131890,44,12,0.2727272727272727
131578,51,14,0.2745098039215686
23564,41,7,0.1707317073170731
112365,22,7,0.3181818181818182
6978,61,13,0.2131147540983606
127395,124,32,0.2580645161290322
15177,50,7,0.14
119208,69,16,0.2318840579710145
14721,20,4,0.2
119648,15,3,0.2
127851,148,22,0.1486486486486486
112837,53,6,0.1132075471698113
21028,71,20,0.2816901408450704
122184,164,38,0.2317073170731707
14249,15,4,0.2666666666666666
130371,135,28,0.2074074074074074
130955,68,11,0.1617647058823529
5482,84,16,0.1904761904761904
122752,201,36,0.1791044776119403
13665,101,17,0.1683168316831683
113510,93,19,0.2043010752688172
20871,207,33,0.1594202898550724
113070,37,8,0.2162162162162162
21327,55,10,0.1818181818181818
130784,16,3,0.1875
122603,43,11,0.2558139534883721
121891,157,27,0.1719745222929936
14018,70,16,0.2285714285714285
130088,63,15,0.238095238095238
131217,89,29,0.3258426966292135
23911,58,9,0.1551724137931034
112518,31,4,0.1290322580645161
131673,56,14,0.25
14570,104,28,0.2692307692307692
119307,125,17,0.136
127488,112,17,0.1517857142857142
6697,43,8,0.1860465116279069
127176,60,17,0.2833333333333333
14882,108,32,0.2962962962962963
118979,107,19,0.1775700934579439
115387,119,20,0.1680672268907563
114803,77,17,0.2207792207792207
10898,70,31,0.4428571428571428
123000,121,33,0.2727272727272727
108342,44,11,0.25
108030,131,23,0.1755725190839694
20255,68,13,0.1911764705882352
118363,25,6,0.24
1201,66,13,0.1969696969696969
126544,34,6,0.1764705882352941
1657,8,1,0.125
126104,7,3,0.4285714285714285
9842,187,50,0.267379679144385
117907,27,3,0.1111111111111111
17407,140,28,0.2
25588,107,22,0.205607476635514
25641,32,7,0.21875
17442,110,24,0.2181818181818181
109579,105,17,0.1619047619047619
18154,93,19,0.2043010752688172
117582,36,16,0.4444444444444444
8623,53,10,0.1886792452830188
125765,71,15,0.2112676056338028
420,14,1,0.0714285714285714
125325,121,31,0.256198347107438
876,19,4,0.2105263157894736
117126,106,16,0.1509433962264151
9063,63,10,0.1587301587301587
18626,48,13,0.2708333333333333
107043,59,15,0.2542372881355932
18954,42,9,0.2142857142857142
106731,20,6,0.3
124837,69,15,0.217391304347826
11599,39,14,0.358974358974359
116654,33,6,0.1818181818181818
12167,15,3,0.2
116070,57,12,0.2105263157894736
3980,35,10,0.2857142857142857
124269,56,13,0.2321428571428571
120606,197,30,0.1522842639593908
15871,130,19,0.1461538461538461
128789,29,15,0.5172413793103449
7668,78,9,0.1153846153846153
128477,80,14,0.175
7996,31,6,0.1935483870967742
120278,58,15,0.2586206896551724
16183,10,1,0.1
111251,112,20,0.1785714285714285
22642,188,30,0.1595744680851064
110683,41,10,0.2439024390243902
23226,121,19,0.1570247933884297
4372,62,12,0.1935483870967742
130037,6,2,0.3333333333333333
121854,51,24,0.4705882352941176
121142,37,10,0.2702702702702703
5084,49,12,0.2448979591836734
129341,209,29,0.138755980861244
21650,104,16,0.1538461538461538
114291,152,32,0.2105263157894736
22106,21,2,0.0952380952380952
113851,198,40,0.202020202020202
120925,33,5,0.1515151515151515
129110,36,9,0.25
4223,27,9,0.3333333333333333
129694,103,34,0.3300970873786408
121493,232,35,0.1508620689655172
22321,169,44,0.2603550295857988
22009,128,22,0.171875
114456,182,37,0.2032967032967033
133135,29,7,0.2413793103448276
128182,59,11,0.1864406779661017
7767,75,14,0.1866666666666666
15964,79,19,0.240506329113924
120437,91,30,0.3296703296703296
15508,31,10,0.3225806451612903
128638,48,8,0.1666666666666666
7327,40,7,0.175
110896,14,3,0.2142857142857142
23505,77,11,0.1428571428571428
132647,30,8,0.2666666666666666
111608,33,12,0.3636363636363636
22809,36,6,0.1666666666666666
19297,98,27,0.2755102040816326
106880,53,7,0.1320754716981132
18857,31,7,0.2258064516129032
107336,63,21,0.3333333333333333
12012,62,17,0.2741935483870967
115725,164,26,0.1585365853658536
3815,40,7,0.175
123910,44,10,0.2272727272727272
3119,117,26,0.2222222222222222
124622,26,5,0.1923076923076923
11300,65,27,0.4153846153846154
116421,14,0,0.0
109920,41,8,0.1951219512195122
18305,175,42,0.24
26506,11,2,0.1818181818181818
25922,46,16,0.3478260869565217
110504,97,21,0.2164948453608247
17737,37,13,0.3513513513513513
125158,96,15,0.15625
8716,34,5,0.1470588235294117
117285,106,22,0.2075471698113207
8388,12,2,0.1666666666666666
125486,103,17,0.1650485436893204
20207,34,12,0.3529411764705882
107534,163,32,0.1963190184049079
19495,25,4,0.16
108230,10,3,0.3
11106,37,10,0.2702702702702703
115075,90,20,0.2222222222222222
123272,14,1,0.0714285714285714
2465,46,8,0.1739130434782608
123712,64,10,0.15625
115531,155,45,0.2903225806451613
108782,10,3,0.3
16911,61,5,0.081967213114754
25092,56,10,0.1785714285714285
109094,84,35,0.4166666666666667
16583,68,27,0.3970588235294117
1929,117,22,0.188034188034188
10114,33,5,0.1515151515151515
126880,31,4,0.1290322580645161
1345,9,2,0.2222222222222222
14130,14,5,0.3571428571428571
122323,100,19,0.19
5945,6,1,0.1666666666666666
130520,89,13,0.146067415730337
130832,94,29,0.3085106382978723
13818,50,13,0.26
122651,68,10,0.1470588235294117
21183,90,28,0.3111111111111111
112734,8,1,0.125
113302,22,3,0.1363636363636363
127288,28,10,0.3571428571428571
7129,38,9,0.2368421052631578
119091,50,9,0.18
15314,68,7,0.1029411764705882
119803,29,7,0.2413793103448276
127984,69,20,0.2898550724637681
6417,48,7,0.1458333333333333
24159,59,20,0.3389830508474576
132009,60,27,0.45
131425,66,13,0.1969696969696969
112246,14,6,0.4285714285714285
23703,18,1,0.0555555555555555
14449,97,24,0.2474226804123711
127643,100,22,0.22
127059,121,26,0.2148760330578512
6834,30,11,0.3666666666666666
118872,65,15,0.2307692307692307
15033,37,11,0.2972972972972973
131082,102,16,0.1568627450980392
112413,86,26,0.3023255813953488
24060,35,10,0.2857142857142857
112085,15,2,0.1333333333333333
24372,61,14,0.2295081967213114
131778,46,10,0.217391304347826
130683,153,23,0.1503267973856209
13457,54,11,0.2037037037037037
122480,118,30,0.2542372881355932
13913,139,17,0.1223021582733813
122040,83,14,0.1686746987951807
130227,35,7,0.2
20764,84,15,0.1785714285714285
113661,83,19,0.2289156626506024
21460,32,5,0.15625
112949,82,18,0.2195121951219512
24999,77,14,0.1818181818181818
109389,22,8,0.3636363636363636
16812,80,13,0.1625
17252,60,33,0.55
118464,59,14,0.2372881355932203
9249,36,14,0.3888888888888889
126667,39,6,0.1538461538461538
125955,35,7,0.2
1762,84,33,0.3928571428571428
9961,117,20,0.1709401709401709
19788,52,9,0.173076923076923
108461,127,24,0.1889763779527559
20356,37,7,0.1891891891891892
10433,27,4,0.1481481481481481
115232,46,14,0.3043478260869565
10761,121,22,0.1818181818181818
114920,130,30,0.2307692307692307
123107,88,24,0.2727272727272727
129415,81,14,0.1728395061728395
121228,58,7,0.1206896551724138
13165,33,8,0.2424242424242424
121668,51,21,0.4117647058823529
129871,72,13,0.1805555555555555
4526,116,35,0.3017241379310345
113665,90,28,0.3111111111111111
22240,129,33,0.2558139534883721
114377,50,10,0.2
21544,72,9,0.125
120172,64,9,0.140625
128359,60,14,0.2333333333333333
7502,33,5,0.1515151515151515
128943,156,30,0.1923076923076923
15685,115,24,0.208695652173913
120740,50,15,0.3
23040,73,17,0.2328767123287671
22728,11,1,0.0909090909090909
106577,42,12,0.2857142857142857
19120,25,6,0.24
26739,64,13,0.203125
107161,33,6,0.1818181818181818
18552,15,4,0.2666666666666666
124375,78,12,0.1538461538461538
116500,39,10,0.2564102564102564
11765,82,14,0.1707317073170731
124703,29,6,0.2068965517241379
3582,15,4,0.2666666666666666
18000,167,26,0.155688622754491
17560,141,28,0.1985815602836879
110201,153,23,0.1503267973856209
9181,86,14,0.1627906976744186
117052,71,6,0.0845070422535211
125239,62,16,0.2580645161290322
125951,172,38,0.2209302325581395
8469,15,3,0.2
117748,38,4,0.1052631578947368
17907,72,10,0.1388888888888889
110354,15,6,0.4
26104,72,11,0.1527777777777778
26416,22,7,0.3181818181818182
18235,89,15,0.1685393258426966
110042,155,52,0.3354838709677419
125588,19,6,0.3157894736842105
8318,86,22,0.2558139534883721
117407,106,10,0.0943396226415094
116823,159,34,0.2138364779874214
701,26,4,0.1538461538461538
125020,89,20,0.2247191011235955
107506,20,5,0.25
18707,65,12,0.1846153846153846
19419,24,4,0.1666666666666666
116351,22,4,0.1818181818181818
11422,130,29,0.2230769230769231
124532,105,17,0.1619047619047619
124092,124,13,0.1048387096774193
115895,145,25,0.1724137931034483
7205,25,6,0.24
128708,28,7,0.25
15406,118,17,0.1440677966101695
120527,126,20,0.1587301587301587
16102,118,23,0.1949152542372881
119815,30,7,0.2333333333333333
128012,253,42,0.1660079051383399
22947,71,13,0.1830985915492957
111426,46,7,0.1521739130434782
132181,82,17,0.2073170731707317
23403,135,46,0.3407407407407407
110986,23,6,0.2608695652173913
121391,38,11,0.2894736842105263
12494,40,13,0.325
129572,103,13,0.1262135922330097
4293,53,18,0.3396226415094339
129260,103,27,0.2621359223300971
121063,108,19,0.1759259259259259
12806,7,1,0.1428571428571428
114594,88,14,0.1590909090909091
21827,143,33,0.2307692307692307
114026,86,13,0.1511627906976744
22411,83,17,0.2048192771084337
6571,66,8,0.1212121212121212
127818,103,17,0.1650485436893204
14752,41,3,0.073170731707317
119617,36,10,0.2777777777777778
15208,93,20,0.2150537634408602
127362,104,23,0.2211538461538461
23597,50,10,0.2
131547,62,13,0.2096774193548387
131859,17,4,0.2352941176470588
24293,23,4,0.1739130434782608
122785,88,17,0.1931818181818181
13632,26,8,0.3076923076923077
130986,79,18,0.2278481012658227
130402,28,4,0.1428571428571428
122217,98,19,0.1938775510204081
14216,62,9,0.1451612903225806
20685,76,18,0.2368421052631578
